SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalPrice
9999,2545,30619,2025-03-02,5,959.0
10000,45405,4177,2025-05-28,1,47.07
10001,7882,4856,2024-07-21,1,134.82
10002,25270,2476,2024-01-04,5,1551.05
10003,17557,45386,2023-07-31,5,623.75
10004,9599,8654,2024-05-04,4,1239.96
10005,7717,24229,2024-01-07,2,532.32
10006,1897,9894,2024-02-09,2,788.5
10007,49345,42153,2025-03-22,4,214.96
10008,8706,13694,2025-01-14,1,106.3
10009,26111,37923,2024-05-19,5,850.7
10010,41578,42362,2025-01-28,4,725.68
10011,36745,16386,2023-07-26,4,1143.96
10012,26012,27036,2024-11-22,2,255.86
10013,45797,21157,2025-03-31,2,565.88
10014,4610,39065,2025-06-09,3,1045.74
10015,17636,16430,2024-10-27,2,498.14
10016,15718,5215,2024-07-14,5,1879.5
10017,22171,32938,2023-11-04,5,2424.55
10018,23940,9071,2024-11-08,5,2390.15
10019,33352,4470,2025-03-27,1,419.85
10020,19676,9578,2024-02-06,2,647.1
10021,7076,48550,2024-04-01,1,490.53
10022,16797,33393,2025-05-06,2,297.2
10023,43433,37192,2023-11-25,4,489.4
10024,29418,40626,2024-02-01,5,499.75
10025,7687,19622,2024-10-28,4,1818.52
10026,44372,39248,2023-10-11,5,34.85
10027,30877,8636,2024-07-06,4,263.36
10028,35860,32525,2024-04-22,2,334.32
10029,21505,9677,2024-12-09,5,127.55
10030,34492,1754,2024-12-17,4,621.68
10031,1276,21002,2023-06-30,2,27.82
10032,18479,44461,2024-07-24,3,974.64
10033,48247,40350,2024-11-18,5,2490.65
10034,34926,44975,2023-12-23,2,731.84
10035,1949,20585,2024-01-09,2,480.1
10036,4245,25101,2025-03-25,2,677.2
10037,19424,26220,2025-05-08,5,787.65
10038,35103,193,2023-12-12,5,919.5
10039,34927,42640,2024-08-16,4,1231.0
10040,35994,5373,2025-04-28,2,585.9
10041,5640,37101,2024-12-17,5,1504.15
10042,28816,24986,2024-11-06,2,102.64
10043,15310,20299,2024-01-30,1,194.15
10044,27160,20963,2023-08-31,2,495.0
10045,30344,49616,2023-09-26,3,1315.02
10046,17914,7493,2024-04-27,1,452.9
10047,8052,49241,2025-05-09,1,10.23
10048,39186,13956,2023-11-12,3,1000.47
10049,3618,2750,2024-01-23,5,589.4
10050,23154,8208,2024-02-25,2,457.18
10051,26684,670,2024-11-29,2,258.98
10052,35177,45959,2024-11-14,4,948.36
10053,26788,52,2023-10-22,1,385.76
10054,9719,38462,2024-03-12,4,937.16
10055,31294,18674,2024-05-12,4,540.64
10056,45610,24617,2024-02-18,1,215.99
10057,19593,43258,2023-09-09,5,2423.8
10058,40927,12696,2023-11-08,3,1472.4
10059,11146,19670,2024-06-08,2,71.06
10060,11030,49312,2023-08-28,2,262.34
10061,34218,21397,2024-12-15,4,1238.76
10062,30399,33078,2024-08-30,1,450.99
10063,44225,16175,2025-04-10,5,1215.8
10064,26441,31158,2023-12-21,4,1877.32
10065,26859,44669,2025-04-03,3,480.0
10066,25019,26158,2023-10-24,2,513.0
10067,16470,31915,2025-04-06,4,330.64
10068,36907,34831,2024-12-08,2,834.52
10069,39380,46014,2024-06-19,5,1480.55
10070,37817,22842,2025-05-26,1,186.41
10071,7056,45928,2023-12-02,4,1300.36
10072,30859,46630,2024-01-06,5,2361.45
10073,21484,22394,2023-09-01,2,26.74
10074,6209,24422,2024-02-13,3,458.64
10075,10167,8594,2024-07-13,3,1258.8
10076,4741,42465,2025-03-14,5,1963.9
10077,42546,7794,2024-08-25,5,340.0
10078,19316,48034,2024-12-13,4,1694.52
10079,38162,28791,2024-08-21,4,1630.44
10080,29027,37809,2024-02-15,3,189.09
10081,40506,49113,2023-09-16,3,962.34
10082,6233,9318,2024-01-05,5,651.55
10083,46630,41896,2025-04-12,4,1762.8
10084,13317,49366,2024-09-20,3,310.77
10085,5957,27150,2025-02-14,5,2081.6
10086,36147,24274,2024-02-04,2,506.44
10087,34992,24577,2023-08-28,2,688.0
10088,1440,34281,2025-01-05,3,836.55
10089,84,19117,2024-04-19,1,379.3
10090,48472,49403,2025-05-25,5,500.2
10091,2259,7009,2025-01-02,3,335.31
10092,19372,22689,2025-04-02,1,184.36
10093,40657,43124,2025-01-07,3,851.7
10094,29995,11682,2024-02-19,2,578.08
10095,11938,17350,2023-08-17,5,458.7
10096,15516,47734,2025-03-30,5,410.3
10097,44124,28224,2024-01-05,4,472.32
10098,36826,30249,2025-01-05,3,792.33
10099,21462,48510,2024-05-06,5,1518.9
10100,48016,18482,2024-11-04,5,432.1
10101,28429,17639,2024-11-21,5,1200.4
10102,21824,33376,2023-11-03,4,1554.16
10103,37956,6493,2024-11-13,3,1207.5
10104,27035,46677,2024-06-26,3,331.08
10105,10244,12726,2023-06-21,3,329.37
10106,15233,45693,2025-02-11,2,91.1
10107,4004,44704,2024-10-07,2,913.84
10108,36171,12043,2023-12-16,4,571.36
10109,2095,16378,2023-08-19,5,1707.5
10110,13516,9197,2024-12-10,5,1966.45
10111,45013,15716,2024-01-21,4,1717.0
10112,36215,1449,2025-06-13,4,1443.36
10113,10616,19502,2024-05-10,4,92.92
10114,1958,26916,2023-06-26,2,579.42
10115,17868,4139,2025-05-14,1,229.36
10116,46012,35752,2023-10-28,2,573.82
10117,9519,15860,2024-06-04,3,1036.59
10118,41757,26510,2025-02-09,2,541.76
10119,13043,40353,2025-05-08,3,383.1
10120,8990,18303,2024-01-20,1,416.48
10121,9562,3061,2025-03-04,3,31.47
10122,1012,16354,2025-03-07,5,787.9
10123,42130,513,2025-01-30,4,1558.56
10124,5538,6838,2024-04-10,2,585.88
10125,26294,36738,2025-06-02,4,614.64
10126,22718,21264,2024-11-29,3,1292.13
10127,17160,6559,2025-06-18,4,1381.28
10128,30160,16547,2025-06-03,1,151.37
10129,15518,35702,2023-09-01,2,152.32
10130,33104,2744,2023-07-15,3,493.56
10131,47277,13438,2025-03-24,1,18.67
10132,27670,40686,2024-08-19,5,2397.05
10133,30159,10856,2024-10-13,1,202.52
10134,34247,37687,2024-03-05,1,319.09
10135,38181,21681,2024-04-10,3,76.2
10136,43286,30503,2024-04-05,2,572.74
10137,43713,4473,2023-10-25,2,296.82
10138,16328,41160,2024-05-29,2,643.76
10139,49331,37323,2024-07-06,1,14.95
10140,36989,38703,2025-01-27,1,98.06
10141,45261,46533,2025-04-10,1,146.53
10142,21851,14293,2024-06-28,2,362.42
10143,11314,6425,2024-06-28,3,120.36
10144,17615,4044,2023-08-16,4,466.8
10145,43978,7539,2025-02-01,4,1115.92
10146,9405,5408,2024-11-09,2,546.8
10147,31449,33251,2023-10-27,5,1227.85
10148,3607,15713,2025-03-31,3,1181.31
10149,49988,5514,2024-09-16,2,183.3
10150,12472,417,2025-02-16,3,15.99
10151,33903,33353,2024-02-27,2,109.44
10152,33681,21280,2024-09-05,2,404.16
10153,40931,7175,2023-06-21,2,836.8
10154,48260,30570,2024-08-22,4,635.64
10155,6948,37194,2025-04-01,2,194.32
10156,37472,40482,2024-09-12,3,204.84
10157,20016,25665,2025-03-02,2,722.18
10158,16192,23105,2024-05-07,3,644.76
10159,49133,488,2024-03-18,1,56.09
10160,43236,24369,2025-04-03,2,748.44
10161,27911,7206,2024-10-26,2,595.4
10162,15177,22134,2024-12-06,2,746.48
10163,2954,42728,2025-05-02,3,528.6
10164,43479,7642,2023-10-29,5,1476.05
10165,12361,22579,2024-06-30,2,727.58
10166,41629,39487,2023-10-20,3,120.57
10167,45569,40903,2023-12-25,2,142.12
10168,46740,38634,2023-09-28,5,2233.8
10169,41764,30379,2025-04-20,5,479.25
10170,13240,42242,2024-09-20,3,366.72
10171,6673,43382,2025-05-05,2,86.96
10172,37521,3009,2023-08-07,1,72.39
10173,22610,39642,2024-05-25,2,972.82
10174,22063,5992,2023-10-16,5,550.25
10175,11294,2298,2023-09-25,4,1399.88
10176,28078,29763,2024-10-01,1,379.76
10177,36914,6126,2023-08-24,2,843.82
10178,13558,21638,2024-10-30,2,882.1
10179,36644,15858,2023-11-09,1,328.95
10180,44273,20123,2023-08-07,1,127.44
10181,12274,23205,2025-01-25,4,1258.2
10182,37508,34465,2023-10-09,4,301.56
10183,35917,8621,2024-07-13,4,314.96
10184,14139,39731,2023-08-31,1,265.44
10185,40983,27933,2023-08-06,1,472.86
10186,27,6764,2024-04-25,4,64.56
10187,37774,40888,2025-03-28,1,277.08
10188,26178,8277,2025-03-04,1,191.62
10189,45236,19971,2023-12-24,2,708.72
10190,2385,31256,2025-01-12,1,450.43
10191,12860,13692,2024-07-31,3,400.2
10192,43827,12042,2024-10-28,5,1082.85
10193,41529,38060,2024-09-03,3,207.54
10194,41235,43584,2025-05-21,1,116.95
10195,23131,7364,2025-01-02,4,456.0
10196,2544,3943,2023-12-28,1,128.11
10197,38305,5590,2023-10-04,2,154.84
10198,25060,18933,2024-04-16,1,277.12
10199,636,3334,2024-01-03,1,355.54
10200,19221,47330,2025-05-24,4,1502.76
10201,10141,25724,2025-06-09,3,1023.63
10202,31423,32733,2023-07-30,1,384.17
10203,30205,3247,2024-11-02,3,938.58
10204,8735,30698,2025-02-15,3,1140.0
10205,34372,46393,2023-07-23,2,72.62
10206,41251,47326,2024-11-17,4,626.28
10207,37466,41889,2024-06-27,3,503.04
10208,4714,42605,2024-06-30,2,468.92
10209,27312,14157,2025-01-19,3,1168.71
10210,22819,39126,2024-04-14,3,411.93
10211,3778,31023,2023-11-28,1,289.87
10212,36276,7680,2024-03-16,5,772.8
10213,48125,8921,2024-08-15,4,223.32
10214,19676,13580,2024-06-03,2,952.46
10215,23707,41247,2023-09-29,1,313.68
10216,40462,38079,2025-01-11,3,1331.52
10217,42669,28645,2024-12-13,5,2107.1
10218,40385,34672,2024-01-22,3,218.13
10219,22083,32946,2024-08-05,4,1320.92
10220,22917,37334,2023-11-25,2,356.74
10221,42645,32973,2023-11-07,3,1326.96
10222,1783,46115,2024-03-01,2,645.68
10223,20015,41725,2024-09-17,2,736.74
10224,30893,12384,2023-12-26,3,1089.42
10225,18980,2722,2024-03-20,5,1327.35
10226,21654,40063,2023-12-26,4,549.04
10227,12389,18400,2024-09-29,3,982.83
10228,1550,7527,2024-11-14,2,906.38
10229,31982,13282,2024-01-11,2,669.96
10230,10589,17323,2024-01-22,1,219.16
10231,17178,26887,2025-03-30,5,706.4
10232,31844,49547,2023-09-09,4,496.36
10233,4328,1933,2024-08-10,5,2486.1
10234,2628,11735,2024-10-28,1,282.71
10235,18290,22794,2024-10-08,3,356.73
10236,29356,37883,2023-11-12,5,2135.4
10237,2309,27017,2024-08-10,5,1175.0
10238,18173,267,2023-09-19,2,482.98
10239,15578,34569,2023-09-27,4,854.44
10240,1995,40371,2024-09-15,3,370.11
10241,43381,20857,2023-07-21,4,1041.72
10242,18309,22520,2023-07-06,1,442.62
10243,20196,11724,2025-03-23,4,461.64
10244,5207,5420,2023-10-30,2,702.92
10245,31829,36078,2025-01-05,4,1808.28
10246,5589,15418,2024-06-05,1,122.69
10247,42068,6734,2024-03-28,2,501.44
10248,29681,32636,2024-01-17,5,1382.6
10249,9255,21355,2025-02-02,5,1519.65
10250,26683,34229,2024-01-15,3,1202.94
10251,19051,13225,2024-03-20,3,187.47
10252,28369,13667,2025-02-19,5,2471.15
10253,5783,5111,2025-01-27,4,776.2
10254,7842,30932,2025-03-15,1,233.7
10255,33331,25661,2024-07-04,2,413.64
10256,15375,30412,2024-06-09,2,363.16
10257,44076,1963,2025-06-14,5,2008.85
10258,2261,47681,2025-05-23,3,1261.05
10259,36659,25495,2023-12-13,2,279.28
10260,28569,25570,2024-09-13,1,198.37
10261,27136,34415,2024-04-28,4,1302.68
10262,43930,13587,2024-03-27,2,669.66
10263,34244,23485,2023-07-20,1,396.99
10264,45941,27610,2024-04-27,2,400.02
10265,44927,1638,2024-04-03,3,523.41
10266,11240,49251,2025-01-26,4,537.16
10267,45149,40117,2023-10-06,3,1142.13
10268,39149,4375,2025-05-01,5,753.35
10269,4453,32397,2023-10-10,3,92.55
10270,35687,37550,2023-11-20,4,880.16
10271,29857,6042,2024-12-22,1,294.43
10272,11390,832,2024-09-28,3,646.71
10273,26815,2253,2025-04-29,3,640.11
10274,11711,15313,2024-01-11,4,891.32
10275,40534,46061,2025-03-14,1,38.07
10276,9179,38439,2024-09-01,2,916.4
10277,41235,35503,2024-09-22,5,1387.75
10278,15541,39781,2025-03-21,1,161.47
10279,3906,28604,2025-03-24,3,1498.41
10280,17519,13989,2023-07-07,4,955.24
10281,37845,30375,2023-08-24,2,382.14
10282,33174,915,2024-03-21,4,1029.32
10283,20817,20431,2025-04-11,4,1997.52
10284,11074,34960,2025-01-07,4,982.04
10285,9889,1013,2024-09-16,2,448.62
10286,20247,23366,2024-05-16,5,949.6
10287,43709,29332,2024-10-28,4,422.64
10288,21484,17057,2024-04-17,3,407.7
10289,38051,34624,2024-02-17,5,1360.15
10290,18035,7649,2023-10-27,4,1585.76
10291,23366,31795,2024-05-12,2,314.84
10292,13525,39589,2024-06-28,3,777.3
10293,26020,9657,2025-01-13,2,920.64
10294,11094,13988,2024-08-30,2,639.3
10295,19949,44442,2024-10-08,3,473.4
10296,27751,10582,2023-09-03,2,380.72
10297,2236,12175,2024-12-23,4,1673.12
10298,3837,9296,2023-08-30,3,974.94
10299,12263,34375,2025-06-10,3,1401.93
10300,25519,6817,2025-02-25,4,1311.32
10301,45219,41331,2023-10-27,1,414.23
10302,27894,5535,2024-07-12,4,923.92
10303,11190,11547,2025-06-20,3,973.59
10304,13737,13252,2023-10-29,5,1403.0
10305,14281,28819,2023-09-24,4,74.2
10306,26192,31331,2024-02-02,3,858.0
10307,33202,41818,2023-09-09,5,1739.85
10308,33765,1771,2024-01-12,3,762.45
10309,1887,46917,2024-07-18,1,83.51
10310,25410,47663,2023-10-31,4,484.52
10311,21043,41460,2025-01-23,4,726.32
10312,47068,5055,2023-12-04,4,1238.76
10313,49784,26318,2023-11-02,1,117.56
10314,39219,17250,2024-12-12,5,1833.9
10315,29200,29724,2025-02-16,3,658.47
10316,40102,42493,2024-07-15,3,1032.12
10317,34742,11759,2024-10-06,2,866.6
10318,34350,41017,2024-07-05,1,38.93
10319,36768,32739,2025-01-20,5,2189.8
10320,16915,26755,2023-11-28,4,204.8
10321,12304,16964,2024-07-05,2,887.38
10322,27851,25529,2025-01-02,3,1222.53
10323,25758,7781,2023-12-22,4,388.84
10324,39384,36830,2023-07-16,3,1011.87
10325,6302,3163,2024-07-15,5,168.25
10326,44688,19440,2024-09-06,2,723.1
10327,4949,1563,2024-06-26,1,254.85
10328,11311,34489,2025-02-07,3,1009.59
10329,21691,35024,2023-08-21,5,2360.05
10330,19460,39131,2024-10-11,2,511.6
10331,27277,12381,2023-06-29,4,489.28
10332,15107,36122,2023-11-07,5,706.95
10333,5605,9331,2024-02-13,4,1862.68
10334,23343,30125,2025-05-20,5,1461.15
10335,16000,35310,2024-02-11,4,902.92
10336,23455,14429,2023-07-08,3,1143.6
10337,27036,11125,2024-11-09,3,1425.87
10338,45095,2040,2024-12-11,4,1086.4
10339,44206,10698,2024-05-12,1,340.12
10340,38163,27051,2024-09-14,4,1244.84
10341,1972,3673,2025-02-03,3,301.32
10342,39246,36196,2024-07-24,2,120.18
10343,1050,34003,2024-03-09,4,1723.8
10344,29003,3700,2024-03-25,1,435.44
10345,8171,21687,2025-06-02,1,16.9
10346,8362,22258,2024-12-17,1,115.1
10347,39033,14565,2025-03-18,1,245.22
10348,43752,45406,2024-09-18,1,154.01
10349,34048,4364,2024-01-20,3,516.75
10350,31570,31046,2023-12-11,3,300.03
10351,47289,32535,2025-05-28,2,183.2
10352,23332,35911,2024-04-21,2,868.7
10353,33462,17743,2024-08-21,5,462.7
10354,43044,36672,2024-12-19,5,1168.35
10355,25702,5619,2025-01-28,2,821.84
10356,44348,46670,2023-11-26,3,896.94
10357,33092,47691,2024-01-02,1,336.57
10358,26048,12857,2024-08-17,1,357.25
10359,13835,20073,2023-07-25,3,960.78
10360,10690,41693,2023-08-30,4,382.28
10361,32917,18958,2024-09-01,5,236.55
10362,27852,6644,2023-08-24,5,869.95
10363,27673,16532,2024-05-24,2,99.38
10364,39969,48516,2023-10-31,1,210.34
10365,38471,44960,2024-10-21,4,1440.68
10366,36993,17616,2024-03-15,5,506.15
10367,33017,12853,2023-07-12,4,93.96
10368,39720,7921,2025-01-01,5,1328.75
10369,133,43529,2024-06-01,3,854.46
10370,9279,42984,2024-02-28,3,568.08
10371,23501,46157,2024-11-11,3,797.58
10372,3141,42970,2024-01-03,4,1325.88
10373,23266,22164,2023-12-10,1,272.28
10374,46019,3150,2024-03-19,4,389.0
10375,41088,44838,2023-08-13,4,1337.4
10376,10193,12432,2023-07-24,5,67.6
10377,25884,48573,2024-11-08,3,203.7
10378,483,27541,2024-03-08,2,448.24
10379,13697,16270,2024-05-22,1,407.81
10380,26367,4787,2023-11-04,1,498.06
10381,1764,25158,2024-04-02,1,128.33
10382,48742,34219,2024-01-30,1,44.92
10383,25808,16786,2025-03-13,2,63.8
10384,16748,19263,2024-11-25,1,265.07
10385,23648,29594,2025-04-13,2,59.72
10386,31561,1132,2024-02-10,3,1076.19
10387,22490,37459,2024-04-19,2,180.06
10388,12322,18645,2023-11-30,4,613.88
10389,28458,26010,2024-03-21,4,274.84
10390,17562,44137,2025-02-02,3,1299.51
10391,44792,13041,2025-05-24,1,48.06
10392,33274,8013,2024-07-13,4,182.04
10393,41178,37938,2023-09-24,3,662.19
10394,41843,11157,2024-02-16,4,1125.88
10395,10255,39422,2024-07-01,3,140.07
10396,31380,35666,2024-08-21,2,888.36
10397,24922,36651,2024-12-10,5,1639.3
10398,4882,35025,2024-06-24,4,1544.04
10399,16782,49452,2024-10-15,5,1996.2
10400,23159,15098,2024-05-29,1,465.08
10401,30374,8192,2024-10-21,3,1126.05
10402,22696,4995,2023-12-18,2,766.04
10403,42396,38164,2025-01-13,2,853.96
10404,18019,34982,2023-12-18,2,842.34
10405,28670,33116,2024-03-05,1,417.84
10406,17061,45446,2024-04-06,4,857.64
10407,37780,46551,2024-06-14,5,2046.65
10408,9238,12026,2024-01-29,4,375.84
10409,26952,30544,2023-12-29,5,679.6
10410,19659,12002,2024-09-27,3,1284.0
10411,44978,28935,2023-11-10,4,1227.36
10412,21325,32818,2025-03-27,5,2485.1
10413,43359,5023,2024-11-03,3,1125.39
10414,32206,25408,2024-11-19,1,119.93
10415,34983,25268,2024-11-13,5,716.0
10416,5959,36235,2023-10-17,2,738.52
10417,42132,17627,2023-06-24,1,192.99
10418,13032,9696,2024-02-12,4,252.68
10419,15794,3086,2023-07-25,5,216.95
10420,14321,48558,2025-05-19,4,1878.72
10421,8054,20962,2023-07-31,3,961.98
10422,38205,3828,2023-12-03,5,1031.4
10423,676,16407,2023-09-09,2,747.74
10424,28679,26688,2023-10-08,2,483.28
10425,35265,45001,2024-01-23,5,118.95
10426,19597,22951,2024-09-06,1,435.7
10427,17752,3782,2024-12-06,5,1140.35
10428,35899,31054,2024-03-12,5,1391.25
10429,14712,9573,2024-12-20,3,188.67
10430,15968,23743,2025-06-07,2,399.12
10431,27623,28224,2024-12-30,3,354.24
10432,4536,44984,2024-02-22,5,1826.55
10433,10872,22304,2025-01-25,4,1609.6
10434,33909,44539,2023-07-04,2,713.68
10435,3555,7794,2025-02-22,3,204.0
10436,29164,4103,2023-12-21,2,597.28
10437,14203,48880,2025-04-07,1,478.76
10438,33474,6568,2024-04-20,5,637.8
10439,29242,35373,2024-10-23,3,1441.32
10440,46494,42080,2025-05-05,1,262.55
10441,44651,10362,2024-08-07,3,492.24
10442,3900,25378,2024-09-19,3,1440.72
10443,32777,15898,2024-12-29,2,536.98
10444,36540,7256,2024-07-07,5,1858.85
10445,18721,31366,2024-08-31,3,704.43
10446,14351,32492,2023-09-25,2,428.64
10447,16022,32722,2024-11-09,2,722.6
10448,7683,15805,2023-08-12,3,406.53
10449,36371,24955,2023-07-20,1,122.6
10450,12168,38629,2024-11-04,1,343.63
10451,9133,46785,2024-10-12,4,623.56
10452,25710,19703,2023-10-22,3,1360.92
10453,46115,31180,2025-06-08,1,47.94
10454,9928,18417,2025-06-18,5,2301.5
10455,22050,14461,2024-08-03,1,146.91
10456,5573,43022,2024-12-21,4,1454.08
10457,32475,30880,2024-11-12,4,143.52
10458,4627,5199,2023-11-10,2,409.48
10459,48365,7857,2024-11-28,2,319.92
10460,44686,45327,2024-08-27,3,1214.52
10461,48695,6601,2025-01-03,1,89.91
10462,48847,12331,2024-08-10,5,1343.9
10463,36184,4007,2024-09-24,2,625.46
10464,43116,17097,2024-08-18,5,653.8
10465,30052,4784,2023-12-07,4,930.96
10466,41453,44662,2023-12-02,2,994.84
10467,41878,20163,2024-03-04,4,806.56
10468,11863,17683,2023-12-27,4,962.36
10469,38749,4055,2025-03-22,1,128.4
10470,46738,32390,2023-09-01,3,68.1
10471,38386,46643,2024-12-18,2,539.1
10472,24957,16668,2025-03-18,1,270.36
10473,3550,48078,2025-06-03,4,1166.24
10474,28844,12494,2023-11-24,1,404.1
10475,10200,32522,2024-03-05,5,565.35
10476,28014,14825,2025-06-11,1,414.7
10477,19504,25705,2024-01-04,3,995.76
10478,19587,20315,2024-12-26,3,158.31
10479,38595,22324,2024-04-03,4,1171.48
10480,24043,15807,2023-08-04,5,2304.7
10481,15372,30215,2024-09-21,5,1003.1
10482,47030,36255,2024-06-01,3,288.36
10483,16117,27282,2024-08-16,1,316.97
10484,32253,6034,2023-11-26,5,503.05
10485,24836,17043,2024-01-13,3,29.43
10486,42526,46649,2024-09-12,3,1319.55
10487,28663,13874,2023-11-19,4,348.8
10488,10094,14019,2024-10-01,2,894.96
10489,1861,3594,2024-12-13,1,10.18
10490,28860,35701,2023-11-27,3,602.16
10491,31603,30474,2024-12-14,3,1437.12
10492,21754,18513,2024-06-27,4,957.88
10493,34120,42634,2024-07-18,3,1078.26
10494,43703,19897,2024-05-17,5,975.9
10495,8593,33354,2024-10-05,4,460.72
10496,36432,39774,2023-12-02,1,482.99
10497,12848,24977,2024-06-03,3,1020.12
10498,43452,16959,2025-05-25,5,2374.4
10499,15726,45788,2023-06-30,1,71.99
10500,49539,19212,2025-01-13,3,269.64
10501,48852,17287,2024-03-31,5,1911.55
10502,4587,9860,2024-07-17,2,857.4
10503,46566,30035,2023-06-30,3,584.76
10504,386,28703,2023-08-16,2,52.58
10505,32822,4314,2024-03-09,5,2078.8
10506,31398,921,2023-09-29,2,10.58
10507,42926,32089,2023-10-14,3,1128.93
10508,2206,9838,2023-11-28,3,403.5
10509,42306,46919,2024-09-13,1,52.12
10510,29718,33033,2024-05-13,5,1722.55
10511,37228,22337,2023-09-13,2,129.24
10512,31979,6948,2024-09-10,1,321.48
10513,11187,16470,2024-03-10,4,363.32
10514,41686,5755,2025-03-08,5,471.15
10515,17251,14050,2024-11-08,4,67.44
10516,24931,42939,2024-11-28,1,387.03
10517,39079,8482,2023-10-20,3,696.09
10518,38872,34642,2023-09-16,1,466.37
10519,11086,777,2024-10-05,2,959.48
10520,41786,35215,2024-09-16,2,855.36
10521,1727,46413,2024-06-21,4,705.0
10522,44472,11718,2025-06-17,3,170.64
10523,7916,5040,2023-08-11,3,1355.22
10524,5728,42552,2023-11-22,3,1353.72
10525,18044,45290,2025-04-08,3,924.36
10526,33993,811,2024-09-15,4,1348.76
10527,36577,42825,2024-03-27,3,479.73
10528,42847,847,2025-06-08,1,201.64
10529,43490,30957,2023-08-03,5,169.8
10530,22205,40914,2025-03-10,3,155.01
10531,15501,17346,2025-04-28,5,1146.1
10532,1271,39923,2023-12-09,4,359.16
10533,32275,11835,2024-02-25,3,434.16
10534,4179,19726,2024-02-08,4,1887.4
10535,8069,35386,2024-02-09,3,653.19
10536,14501,36435,2023-10-31,4,1754.12
10537,17064,48397,2024-09-28,5,2206.2
10538,33501,29213,2023-09-01,4,1409.8
10539,35970,16971,2023-10-31,3,1305.93
10540,33408,4346,2023-09-29,4,1201.8
10541,23990,46645,2024-03-14,1,407.28
10542,20319,19574,2025-04-22,4,318.52
10543,20064,42732,2025-02-21,3,762.03
10544,3707,24250,2024-08-13,2,957.68
10545,41701,7838,2023-07-04,5,1445.95
10546,43874,45462,2025-04-07,5,1578.7
10547,35601,15127,2024-04-29,4,529.52
10548,27601,47692,2024-05-20,4,1734.56
10549,45708,19303,2024-06-02,3,430.77
10550,40448,41421,2024-03-15,3,551.31
10551,37454,35639,2025-04-19,5,1200.55
10552,32438,38954,2023-11-30,2,560.4
10553,28150,19106,2024-05-29,1,218.83
10554,30223,35281,2024-08-12,4,77.76
10555,9113,843,2024-03-13,1,487.52
10556,1387,45618,2024-06-22,4,636.88
10557,5168,30196,2025-05-30,4,334.84
10558,11394,40990,2023-11-23,4,358.84
10559,44290,6718,2024-07-21,5,2054.6
10560,34886,13223,2023-09-09,1,345.91
10561,8930,6062,2023-12-31,5,1366.65
10562,36539,12232,2023-08-04,5,293.85
10563,34982,9168,2023-12-03,3,537.84
10564,39795,7229,2024-02-08,5,935.9
10565,1661,14707,2025-01-26,1,396.64
10566,6525,4783,2025-05-28,2,135.42
10567,3151,26396,2024-03-28,4,820.48
10568,47989,41428,2024-10-07,2,352.82
10569,29853,3984,2024-08-23,5,1557.65
10570,2585,42659,2024-12-24,1,274.12
10571,21184,47204,2024-08-13,4,1270.6
10572,40752,13794,2024-03-22,5,388.1
10573,38663,6812,2024-06-14,3,204.03
10574,26636,41351,2024-05-01,5,189.6
10575,16837,25709,2023-10-20,1,140.24
10576,1239,19751,2025-05-12,3,502.53
10577,22838,21827,2024-03-05,1,477.8
10578,13146,14720,2025-04-11,4,116.92
10579,6363,45041,2025-03-25,3,1404.81
10580,28219,10914,2023-12-18,2,10.34
10581,37984,6149,2023-07-02,1,306.55
10582,23167,11278,2024-05-14,4,1384.76
10583,20744,16762,2024-10-08,2,27.4
10584,40681,16169,2023-06-25,3,72.78
10585,11914,15620,2023-06-23,4,1309.32
10586,27609,28169,2025-06-15,4,408.6
10587,47435,22741,2025-03-07,3,1078.08
10588,24767,43254,2023-07-17,2,493.38
10589,18232,24850,2024-05-19,5,159.45
10590,19821,24627,2023-09-26,2,816.36
10591,35337,47726,2024-12-08,2,430.76
10592,28751,32117,2025-04-29,4,1022.28
10593,42632,46275,2023-10-26,3,687.63
10594,49405,26945,2025-01-02,2,615.0
10595,19313,18950,2025-04-20,4,1281.76
10596,12949,12814,2023-08-20,2,244.0
10597,45397,5544,2024-07-04,1,492.4
10598,6830,18927,2024-11-19,4,630.56
10599,35159,25986,2025-01-16,3,862.5
10600,36729,3477,2023-09-05,1,288.45
10601,2583,45804,2023-06-30,3,647.82
10602,2473,577,2025-01-17,3,880.14
10603,5083,37031,2025-05-29,5,286.8
10604,42411,39664,2024-07-05,1,257.84
10605,5582,16883,2024-03-02,4,1893.52
10606,14211,46485,2023-08-14,4,37.4
10607,3185,33421,2024-12-21,5,462.3
10608,18626,25718,2024-11-29,4,1481.16
10609,49425,17009,2024-01-18,5,1017.95
10610,36919,23465,2023-08-14,5,1522.15
10611,5301,27563,2025-03-22,3,1109.04
10612,44755,8187,2023-11-03,2,357.44
10613,31122,5276,2024-04-27,1,386.57
10614,29727,23055,2024-01-21,3,1316.25
10615,6516,16607,2024-05-29,4,902.0
10616,47245,48299,2023-11-02,2,313.8
10617,35451,30557,2023-11-21,2,746.3
10618,37453,18211,2024-05-13,3,109.62
10619,2471,13860,2024-09-11,1,78.13
10620,44305,32227,2024-01-08,2,819.02
10621,5656,2204,2024-11-22,2,851.16
10622,24075,15229,2025-06-12,1,426.61
10623,46348,1257,2025-05-05,5,293.9
10624,43018,7555,2024-07-22,5,136.4
10625,29871,47726,2024-01-31,4,861.52
10626,5085,32838,2024-12-17,3,656.1
