TransactionID,SaleID,TransactionDate,PaymentMethod
1657,44016,2024-10-12,Cash
1658,11462,2024-11-12,Debit Card
1659,48510,2025-02-21,Debit Card
1660,36608,2025-04-14,Cash
1661,40388,2025-06-20,Cash
1662,47517,2024-02-03,PayPal
1663,6925,2025-01-18,UPI
1664,8045,2024-11-21,Cash
1665,23422,2025-04-27,Cash
1666,722,2025-01-09,PayPal
1667,17525,2025-04-01,Debit Card
1668,5429,2025-05-18,UPI
1669,28300,2025-03-26,Credit Card
1670,8617,2025-02-27,PayPal
1671,45100,2025-04-29,Credit Card
1672,24520,2025-06-20,UPI
1673,34380,2025-06-04,Debit Card
1674,17367,2024-10-19,UPI
1675,14346,2024-02-21,Debit Card
1676,36581,2025-04-23,Credit Card
1677,17554,2025-01-22,Credit Card
1678,37970,2024-11-15,Credit Card
1679,13335,2025-05-12,Credit Card
1680,10018,2025-04-28,UPI
1681,39213,2024-02-13,UPI
1682,8084,2025-04-04,PayPal
1683,6318,2025-04-29,Debit Card
1684,18319,2024-10-05,Credit Card
1685,28418,2024-02-16,UPI
1686,43862,2023-11-30,Cash
1687,11095,2025-06-05,PayPal
1688,10824,2025-03-27,Cash
1689,33211,2024-01-31,Debit Card
1690,34523,2024-11-09,PayPal
1691,3118,2024-11-24,PayPal
1692,27891,2025-05-17,UPI
1693,43863,2024-12-09,Cash
1694,12407,2024-10-20,PayPal
1695,22904,2025-03-17,Debit Card
1696,2519,2025-05-06,PayPal
1697,41360,2025-05-25,Cash
1698,44038,2025-06-07,Cash
1699,29156,2025-01-10,Credit Card
1700,35059,2024-07-31,Debit Card
1701,22245,2024-08-15,PayPal
1702,18758,2025-06-15,Debit Card
1703,3750,2025-03-03,PayPal
1704,31616,2025-04-10,PayPal
1705,27765,2024-10-25,Cash
1706,5976,2025-05-01,Credit Card
1707,21704,2025-05-29,UPI
1708,28245,2025-02-04,PayPal
1709,45970,2025-06-03,Credit Card
1710,42058,2024-11-05,Credit Card
1711,16052,2025-06-07,Debit Card
1712,36281,2025-05-19,PayPal
1713,875,2025-03-27,PayPal
1714,32559,2025-04-29,PayPal
1715,48658,2025-06-05,Cash
1716,22474,2025-02-10,Cash
1717,45564,2025-06-14,UPI
1718,33278,2025-06-15,Cash
1719,25167,2024-06-07,Cash
1720,24837,2025-05-29,PayPal
1721,49515,2024-06-15,Credit Card
1722,19273,2024-03-27,UPI
1723,13162,2025-01-26,Cash
1724,24484,2025-04-15,Cash
1725,38893,2024-11-28,UPI
1726,28618,2025-06-08,Cash
1727,28886,2024-11-22,PayPal
1728,9854,2025-01-27,PayPal
1729,31810,2025-05-22,UPI
1730,36688,2025-05-04,PayPal
1731,10411,2024-02-25,Credit Card
1732,35750,2025-02-25,PayPal
1733,16627,2025-05-27,UPI
1734,48520,2024-05-22,Credit Card
1735,18279,2024-02-01,Cash
1736,15023,2024-02-28,Debit Card
1737,10252,2025-03-04,UPI
1738,5901,2024-12-03,UPI
1739,28940,2024-06-21,Credit Card
1740,41892,2024-04-24,Debit Card
1741,13275,2025-05-06,PayPal
1742,5410,2024-03-30,Debit Card
1743,45785,2025-03-25,Cash
1744,44482,2025-02-07,Cash
1745,40528,2025-05-30,Debit Card
1746,1012,2024-07-28,Cash
1747,7660,2025-03-17,Cash
1748,17350,2025-06-09,PayPal
1749,3543,2024-04-17,Credit Card
1750,31031,2025-05-23,Credit Card
1751,31614,2025-02-19,Debit Card
1752,19606,2025-05-14,UPI
1753,21886,2025-03-17,UPI
1754,30978,2024-08-11,Debit Card
1755,6011,2025-01-26,Debit Card
1756,7399,2024-08-26,UPI
1757,24096,2025-04-08,PayPal
1758,38688,2024-11-24,UPI
1759,2016,2025-04-27,Debit Card
1760,21712,2024-10-23,UPI
1761,6950,2025-06-10,Debit Card
1762,24951,2024-03-31,Debit Card
1763,35538,2024-06-05,Debit Card
1764,20053,2025-03-10,Credit Card
1765,29441,2025-01-25,Credit Card
1766,21008,2025-05-11,Credit Card
1767,34381,2024-06-29,Debit Card
1768,6663,2024-04-28,UPI
1769,9439,2025-02-12,Debit Card
1770,39365,2025-02-09,Cash
1771,9269,2024-11-07,PayPal
1772,7222,2025-06-19,Debit Card
1773,48032,2025-06-10,Cash
1774,20384,2024-12-18,PayPal
1775,12376,2023-12-16,Credit Card
1776,32515,2025-05-22,PayPal
1777,44005,2024-07-30,Cash
1778,43526,2025-04-27,Cash
1779,32309,2025-03-26,UPI
1780,6507,2024-07-12,UPI
1781,47508,2024-10-10,UPI
1782,17830,2025-02-25,PayPal
1783,21358,2025-03-08,Credit Card
1784,31394,2025-01-22,Credit Card
1785,3833,2025-06-15,PayPal
1786,10328,2025-05-07,Credit Card
1787,34247,2025-05-27,PayPal
1788,47402,2025-01-08,UPI
1789,4322,2025-05-30,UPI
1790,39727,2024-07-11,PayPal
1791,26942,2024-05-13,Cash
1792,38453,2024-05-27,Credit Card
1793,16613,2025-01-11,UPI
1794,1182,2025-05-10,Cash
1795,2232,2025-03-03,Credit Card
1796,14844,2025-05-21,PayPal
1797,43925,2024-03-30,Cash
1798,43019,2025-02-20,UPI
1799,8246,2025-01-12,Cash
1800,5623,2025-06-14,PayPal
1801,29219,2024-09-21,Cash
1802,39749,2024-01-19,Debit Card
1803,27224,2024-11-26,Debit Card
1804,3880,2024-09-15,Cash
1805,31321,2024-06-09,Cash
1806,32977,2025-06-12,Credit Card
1807,5753,2023-09-17,Debit Card
1808,11161,2025-06-20,Cash
1809,23475,2025-05-17,Cash
1810,49817,2023-12-14,Credit Card
1811,4842,2025-05-20,UPI
1812,16323,2025-03-04,Credit Card
1813,34595,2024-10-14,Debit Card
1814,8090,2025-06-20,Credit Card
1815,2636,2025-02-06,Cash
1816,38647,2024-09-21,PayPal
1817,697,2024-12-13,UPI
1818,49120,2025-06-18,Cash
1819,24314,2024-07-08,PayPal
1820,5339,2025-05-03,PayPal
1821,45851,2025-04-13,Cash
1822,46091,2023-09-11,Cash
1823,27944,2024-12-19,PayPal
1824,17804,2025-04-03,PayPal
1825,15297,2025-03-21,PayPal
1826,22685,2025-06-14,UPI
1827,36110,2025-05-19,Cash
1828,40039,2025-01-23,Cash
1829,11981,2025-01-23,Cash
1830,20678,2025-06-19,PayPal
1831,5386,2024-12-14,PayPal
1832,21436,2025-04-14,Cash
1833,44275,2024-12-15,UPI
1834,44345,2025-02-08,Credit Card
1835,20170,2025-06-15,Credit Card
1836,38485,2025-05-30,PayPal
1837,34374,2025-02-26,Credit Card
1838,3905,2023-09-03,UPI
1839,46095,2024-05-12,Cash
1840,47876,2025-06-17,Debit Card
1841,41256,2024-12-06,PayPal
1842,23759,2025-05-17,UPI
1843,35793,2025-03-31,Debit Card
1844,1585,2024-11-13,UPI
1845,46066,2024-06-05,UPI
1846,17336,2024-12-25,Debit Card
1847,10659,2025-05-06,Debit Card
1848,22894,2025-03-06,UPI
1849,49006,2025-05-04,Credit Card
1850,22727,2025-04-15,PayPal
1851,6064,2025-04-13,UPI
1852,17958,2025-06-17,Cash
1853,12987,2025-04-07,UPI
1854,8542,2024-12-02,Credit Card
1855,27278,2023-11-30,PayPal
1856,25913,2024-11-27,PayPal
1857,22113,2024-11-14,Cash
1858,29987,2025-05-12,Debit Card
1859,48530,2025-03-16,Credit Card
1860,36912,2024-08-15,Debit Card
1861,31533,2024-08-13,Cash
1862,23835,2025-04-14,Cash
1863,48031,2025-06-13,PayPal
1864,9205,2025-03-21,Debit Card
1865,4831,2024-10-20,Cash
1866,2095,2025-06-13,UPI
1867,19852,2025-05-03,PayPal
1868,46934,2024-10-22,PayPal
1869,39495,2025-04-16,UPI
1870,49055,2024-04-06,Credit Card
1871,19553,2025-05-30,Credit Card
1872,8550,2024-07-20,Debit Card
1873,16869,2025-02-23,PayPal
1874,23429,2025-05-23,Debit Card
1875,8877,2024-11-24,Cash
1876,43169,2024-08-03,Debit Card
1877,15975,2024-12-07,Cash
1878,44854,2024-05-30,Cash
1879,5809,2025-02-21,Debit Card
1880,31279,2024-11-25,PayPal
1881,23393,2025-04-12,PayPal
1882,49632,2024-04-18,PayPal
1883,14090,2024-09-17,Credit Card
1884,14008,2025-06-20,PayPal
1885,7105,2024-10-08,Credit Card
1886,6841,2025-05-13,Debit Card
1887,17720,2024-09-08,UPI
1888,3449,2025-02-08,UPI
1889,18555,2025-06-19,UPI
1890,45668,2025-06-13,UPI
1891,44086,2025-05-08,Cash
1892,32422,2025-04-07,UPI
1893,33509,2025-01-15,Credit Card
1894,26134,2025-03-16,PayPal
1895,37118,2025-01-25,Credit Card
1896,37557,2024-09-27,Debit Card
1897,16620,2025-05-26,Cash
1898,4799,2025-06-18,PayPal
1899,19615,2025-04-03,Credit Card
1900,5245,2024-05-03,Debit Card
1901,28995,2024-01-21,Cash
1902,3114,2025-01-21,Credit Card
1903,25414,2025-02-18,PayPal
1904,49624,2025-03-08,PayPal
1905,14416,2024-07-19,Cash
1906,17593,2025-02-14,Cash
1907,20184,2025-03-19,PayPal
1908,35838,2025-03-22,PayPal
1909,47225,2025-01-25,Debit Card
1910,39272,2025-05-18,Cash
1911,29112,2025-03-13,Credit Card
1912,9208,2024-08-28,Debit Card
1913,40356,2024-10-30,UPI
1914,12676,2025-04-05,Debit Card
1915,10269,2024-01-05,UPI
1916,858,2025-01-21,Credit Card
1917,27013,2025-06-03,PayPal
1918,18921,2025-01-20,Credit Card
1919,45914,2025-05-29,Debit Card
1920,35078,2024-11-19,UPI
1921,44793,2025-06-05,UPI
1922,23656,2025-05-26,Debit Card
1923,46501,2025-02-27,Debit Card
1924,40193,2025-04-27,Cash
1925,34665,2025-06-18,UPI
1926,4194,2024-09-06,Debit Card
1927,3412,2025-04-02,Cash
1928,5323,2023-07-14,PayPal
1929,17555,2025-06-09,Cash
1930,26277,2025-06-09,PayPal
1931,18604,2024-10-07,UPI
1932,43111,2025-04-05,Debit Card
1933,38320,2025-04-29,UPI
1934,6442,2024-11-23,UPI
1935,12330,2023-12-08,Cash
1936,10779,2023-07-20,UPI
1937,28798,2024-08-25,PayPal
1938,8638,2025-06-15,Credit Card
1939,32261,2023-09-22,Debit Card
1940,18093,2025-04-29,Credit Card
1941,29030,2024-05-05,Credit Card
1942,8440,2025-02-22,Credit Card
1943,25800,2025-01-30,PayPal
1944,49101,2025-04-17,UPI
1945,31822,2025-02-19,PayPal
1946,23570,2024-04-21,Credit Card
1947,26826,2024-06-30,Credit Card
1948,23003,2025-06-12,Cash
1949,10217,2025-04-23,Cash
1950,3702,2025-02-19,Cash
1951,16498,2025-01-07,PayPal
1952,45873,2024-09-09,UPI
1953,37559,2024-07-25,UPI
1954,29889,2025-01-30,Credit Card
1955,37387,2024-11-17,Cash
1956,43915,2025-06-01,Debit Card
1957,7813,2025-02-15,Cash
1958,15345,2025-01-14,Debit Card
1959,28853,2025-06-13,Debit Card
1960,17972,2024-11-19,UPI
1961,19704,2025-05-17,Credit Card
1962,45627,2025-01-22,Credit Card
1963,37015,2025-02-23,PayPal
1964,3677,2025-06-16,Cash
1965,46002,2024-03-29,Cash
1966,29520,2024-10-26,Cash
1967,28499,2025-05-09,UPI
1968,31426,2024-12-13,Debit Card
1969,1482,2024-08-14,Cash
1970,16575,2024-12-04,Cash
1971,27080,2025-05-26,Credit Card
1972,16576,2025-06-06,PayPal
1973,39646,2025-05-08,UPI
1974,8493,2024-11-25,PayPal
1975,43649,2025-02-16,Credit Card
1976,3442,2024-12-03,UPI
1977,35309,2024-12-15,Cash
1978,10806,2025-04-18,Cash
1979,34424,2024-11-17,Credit Card
1980,18023,2024-01-23,Credit Card
1981,13240,2025-01-22,Cash
1982,46621,2023-08-06,PayPal
1983,16266,2025-04-08,Credit Card
1984,31805,2025-03-15,PayPal
1985,31334,2024-09-09,UPI
1986,1633,2025-05-26,PayPal
1987,8602,2025-02-20,Cash
1988,14084,2025-03-02,Credit Card
1989,26818,2024-11-19,UPI
1990,23316,2025-04-04,UPI
1991,24710,2024-12-26,Credit Card
1992,22981,2025-05-21,UPI
1993,6999,2025-01-05,Credit Card
1994,8516,2024-10-01,Credit Card
1995,11452,2025-04-21,Cash
1996,3865,2025-05-29,Credit Card
1997,41345,2025-03-20,Debit Card
1998,4985,2025-06-16,UPI
1999,24608,2025-02-12,Credit Card
2000,11188,2025-06-15,Cash
2001,11215,2025-04-18,Debit Card
2002,6737,2025-05-09,Cash
2003,49206,2025-06-04,UPI
2004,141,2025-06-11,Credit Card
2005,2546,2025-04-23,UPI
2006,18521,2024-10-11,Debit Card
2007,22849,2025-05-08,Cash
2008,49614,2025-06-03,PayPal
2009,36870,2024-10-31,PayPal
2010,25855,2023-12-04,UPI
2011,15552,2025-03-26,UPI
2012,49137,2025-06-18,Credit Card
2013,27510,2024-05-18,Debit Card
2014,42225,2024-12-02,Credit Card
2015,28214,2024-11-13,Credit Card
2016,46077,2024-07-25,Cash
2017,9979,2024-10-21,PayPal
2018,6810,2025-05-25,Debit Card
2019,40799,2025-02-12,PayPal
2020,8800,2025-02-17,Debit Card
2021,467,2025-05-23,Debit Card
2022,12024,2025-06-20,PayPal
2023,21002,2024-09-10,Debit Card
2024,49249,2025-05-12,Credit Card
2025,1875,2025-05-05,UPI
2026,32774,2024-04-09,Cash
2027,11770,2025-06-05,Debit Card
2028,21082,2025-01-15,Cash
2029,4018,2023-09-02,Debit Card
2030,15120,2025-02-12,Cash
2031,3729,2025-03-02,Credit Card
2032,9526,2025-02-27,Debit Card
2033,34727,2024-07-22,UPI
2034,48044,2025-06-18,Debit Card
2035,25787,2025-06-18,Cash
2036,34845,2024-01-30,Debit Card
2037,26909,2024-12-26,Debit Card
2038,17087,2025-04-20,UPI
2039,24441,2025-06-18,Cash
2040,37988,2025-05-08,PayPal
2041,38464,2025-02-06,Cash
2042,22995,2024-07-13,Credit Card
2043,49131,2025-06-12,PayPal
2044,16480,2025-06-07,Debit Card
2045,24681,2025-03-17,Cash
2046,1095,2025-05-30,Credit Card
2047,44168,2024-11-01,Credit Card
2048,43745,2023-12-15,PayPal
2049,45213,2024-09-20,Debit Card
2050,48106,2025-04-26,PayPal
2051,27101,2024-09-16,Debit Card
2052,21395,2025-01-31,Debit Card
2053,29399,2025-04-22,Debit Card
2054,21148,2025-03-14,Cash
2055,20033,2024-10-23,PayPal
2056,14884,2025-05-22,Cash
2057,46499,2025-02-27,PayPal
2058,34370,2024-07-23,UPI
2059,44794,2024-12-02,Debit Card
2060,48289,2024-07-18,Credit Card
2061,31962,2024-01-03,Cash
2062,37596,2024-12-03,Cash
2063,17727,2025-03-04,Cash
2064,24900,2025-06-18,UPI
2065,42738,2025-06-05,PayPal
2066,2055,2025-04-26,PayPal
2067,46162,2025-02-18,UPI
2068,14881,2025-03-26,Debit Card
2069,1385,2025-06-09,Debit Card
2070,30999,2025-03-18,Cash
2071,1117,2025-05-16,PayPal
2072,10482,2024-09-20,PayPal
2073,11852,2025-03-29,UPI
2074,4100,2025-03-19,Cash
2075,33225,2025-06-19,Credit Card
2076,9421,2024-02-27,Debit Card
2077,9977,2025-06-17,Credit Card
2078,11048,2024-11-26,Cash
2079,33651,2025-05-03,Cash
2080,15932,2025-06-17,UPI
2081,27046,2025-05-08,UPI
2082,2725,2024-05-19,Credit Card
2083,43820,2024-12-23,PayPal
2084,35661,2024-12-13,UPI
2085,37517,2025-06-03,Cash
2086,28738,2025-02-05,PayPal
2087,31772,2024-06-13,Credit Card
2088,44753,2025-04-25,Credit Card
2089,10625,2024-10-22,Debit Card
2090,18731,2025-05-16,Credit Card
2091,44342,2024-02-23,Cash
2092,24369,2025-02-11,Credit Card
2093,39076,2025-02-04,Debit Card
2094,9984,2025-04-18,PayPal
2095,47024,2025-04-04,PayPal
2096,25139,2025-03-28,PayPal
2097,25997,2024-09-06,UPI
2098,21023,2025-03-31,UPI
2099,13255,2024-08-18,UPI
2100,48181,2024-12-03,UPI
2101,18548,2025-04-13,UPI
2102,35572,2024-01-26,Credit Card
2103,19811,2023-12-17,PayPal
2104,39194,2025-06-18,UPI
2105,22113,2025-06-01,Debit Card
2106,45395,2024-10-27,Debit Card
2107,4351,2025-04-25,PayPal
2108,22725,2025-01-17,PayPal
2109,20005,2024-12-06,Cash
2110,8190,2024-12-27,Cash
2111,16654,2024-07-17,Cash
2112,48932,2024-10-11,Cash
2113,37853,2024-06-19,Credit Card
2114,35127,2025-05-24,UPI
2115,8156,2025-05-01,UPI
2116,36640,2025-06-17,PayPal
2117,10066,2025-06-11,Cash
2118,32986,2023-09-01,PayPal
2119,8340,2025-05-13,Debit Card
2120,39747,2024-10-20,Credit Card
2121,8427,2025-05-28,UPI
2122,39660,2025-06-17,Cash
2123,49456,2023-09-03,Credit Card
2124,40856,2024-10-03,UPI
2125,39255,2024-09-23,Credit Card
2126,9289,2025-03-31,Credit Card
2127,41083,2025-05-14,Cash
2128,6811,2024-12-01,Credit Card
2129,2611,2024-09-16,Credit Card
2130,14645,2023-11-11,PayPal
2131,16620,2025-06-16,Debit Card
2132,47694,2024-11-16,PayPal
2133,39052,2025-05-25,PayPal
2134,13383,2023-08-09,Debit Card
2135,5020,2024-12-25,Debit Card
2136,9607,2024-01-29,Cash
2137,15738,2024-10-28,PayPal
2138,15273,2025-01-21,PayPal
2139,46906,2024-10-22,Cash
2140,12844,2024-09-18,UPI
2141,1632,2025-06-15,Credit Card
2142,10736,2025-06-01,Credit Card
2143,17727,2025-04-11,Credit Card
2144,24546,2025-04-12,PayPal
2145,34432,2025-05-13,Debit Card
2146,1472,2024-08-09,UPI
2147,20848,2023-12-25,Debit Card
2148,6020,2024-08-12,Debit Card
2149,38274,2023-08-27,Credit Card
2150,20193,2025-02-20,Cash
2151,25392,2025-03-09,Credit Card
2152,2495,2025-03-07,Debit Card
2153,25820,2024-10-20,Debit Card
2154,35334,2025-05-03,UPI
2155,17654,2025-02-25,PayPal
2156,45823,2025-04-29,Debit Card
2157,33554,2024-11-30,Cash
2158,21405,2025-01-19,PayPal
2159,9686,2025-06-15,PayPal
2160,31775,2024-10-26,Cash
2161,29317,2025-05-24,UPI
2162,20138,2024-11-21,UPI
2163,12266,2025-04-15,Debit Card
2164,43216,2025-04-26,Debit Card
2165,44927,2024-09-27,Debit Card
2166,42358,2024-08-05,Credit Card
2167,30396,2024-08-29,PayPal
2168,22124,2024-10-30,Credit Card
2169,10078,2025-01-03,Debit Card
2170,5784,2025-03-31,UPI
2171,15863,2024-07-17,UPI
2172,6516,2024-07-20,Credit Card
2173,9740,2025-02-06,PayPal
2174,5244,2023-12-22,UPI
2175,2697,2025-06-09,Credit Card
2176,5720,2025-06-09,Cash
2177,25235,2023-11-14,PayPal
2178,43921,2024-11-28,UPI
2179,25953,2025-04-14,Debit Card
2180,38573,2024-09-10,PayPal
2181,13732,2025-04-11,Credit Card
2182,17644,2025-06-12,Debit Card
2183,15958,2024-07-06,Debit Card
2184,26150,2024-12-08,PayPal
2185,14562,2025-03-20,Debit Card
2186,23375,2025-06-01,PayPal
2187,10632,2025-03-31,PayPal
2188,39072,2023-11-20,Debit Card
2189,46116,2025-04-17,UPI
2190,3307,2025-03-18,Credit Card
2191,19276,2025-05-29,Credit Card
2192,1268,2025-02-11,Cash
2193,22444,2025-02-06,Cash
2194,5176,2024-11-25,Debit Card
2195,36875,2024-12-26,Cash
2196,21565,2025-02-24,Cash
2197,42837,2025-05-12,PayPal
2198,48631,2025-01-12,UPI
2199,46965,2024-07-17,Cash
2200,20119,2024-04-07,UPI
2201,49953,2025-04-30,Cash
2202,17546,2024-03-08,Cash
2203,28264,2024-09-01,UPI
2204,44059,2024-08-17,PayPal
2205,34373,2024-11-18,Cash
2206,4523,2024-11-15,PayPal
2207,8894,2025-02-26,Debit Card
2208,25924,2025-02-26,Cash
2209,33025,2025-02-08,Credit Card
2210,29935,2024-08-13,Credit Card
2211,38344,2025-04-20,Cash
2212,4218,2025-06-15,UPI
2213,46422,2025-04-18,Credit Card
2214,32708,2025-05-24,Debit Card
2215,32861,2025-05-05,PayPal
2216,37198,2025-06-17,PayPal
2217,9953,2025-06-09,Debit Card
2218,18380,2025-04-23,Credit Card
2219,2656,2024-12-18,UPI
2220,18957,2025-05-28,PayPal
2221,38555,2025-01-30,Credit Card
2222,34195,2024-11-16,UPI
2223,42384,2025-03-07,Cash
2224,36545,2025-04-16,Credit Card
2225,34425,2024-07-24,UPI
2226,9662,2024-09-29,PayPal
2227,47764,2025-06-03,Credit Card
2228,23140,2024-06-04,Debit Card
2229,12837,2024-11-25,Cash
2230,9677,2024-07-31,Debit Card
2231,25962,2024-02-10,Debit Card
2232,35846,2024-06-16,PayPal
2233,20699,2025-06-15,UPI
2234,15350,2025-06-14,UPI
2235,12800,2025-01-16,UPI
2236,2544,2025-06-20,Debit Card
2237,7399,2024-01-20,PayPal
2238,33046,2025-05-27,Credit Card
2239,19412,2024-07-08,PayPal
2240,39784,2024-07-12,Credit Card
2241,47063,2025-02-10,UPI
2242,42281,2024-02-16,Debit Card
2243,18486,2025-05-28,Credit Card
2244,34630,2024-12-25,PayPal
2245,11880,2025-01-04,Cash
2246,5015,2025-06-11,UPI
2247,20385,2024-12-02,UPI
2248,43825,2025-01-10,PayPal
2249,1047,2025-05-01,Debit Card
2250,4725,2024-06-28,Debit Card
2251,10027,2025-05-06,Credit Card
2252,33531,2025-01-19,PayPal
2253,47937,2025-05-20,UPI
2254,9031,2025-06-20,Credit Card
2255,11912,2025-01-02,Credit Card
2256,2218,2025-01-29,PayPal
2257,19461,2025-01-09,Credit Card
2258,11487,2025-06-06,Credit Card
2259,11570,2024-06-27,UPI
2260,45109,2024-08-23,Credit Card
2261,21694,2025-05-04,Credit Card
2262,43184,2024-06-30,PayPal
2263,45294,2025-03-25,Cash
2264,18336,2025-03-17,PayPal
2265,37905,2025-05-14,Credit Card
2266,41522,2024-11-28,PayPal
2267,42599,2024-10-27,Cash
2268,20830,2024-08-28,PayPal
2269,15464,2024-09-13,Debit Card
2270,45166,2025-06-14,Credit Card
2271,44346,2025-05-09,PayPal
2272,22741,2024-10-10,Credit Card
2273,42403,2023-12-29,Credit Card
2274,36709,2025-06-06,PayPal
2275,13027,2025-02-19,Cash
2276,15511,2025-06-16,Cash
2277,19680,2023-11-08,Cash
2278,23304,2025-06-17,Cash
2279,40519,2025-04-06,Cash
2280,16406,2025-05-25,PayPal
2281,7208,2025-05-20,PayPal
2282,11445,2025-03-08,Credit Card
2283,46822,2024-04-28,UPI
2284,36762,2025-03-16,PayPal
2285,6967,2025-05-11,Credit Card
2286,48037,2025-06-07,Credit Card
2287,33490,2024-01-01,Debit Card
2288,49951,2024-02-01,PayPal
2289,30190,2024-11-05,PayPal
2290,17351,2025-06-02,Debit Card
2291,21163,2025-03-10,Cash
2292,8499,2025-05-15,Debit Card
2293,42378,2025-02-22,Cash
2294,17312,2024-06-08,UPI
2295,25235,2023-10-09,PayPal
2296,39882,2024-10-29,Cash
2297,6071,2025-05-18,Debit Card
2298,30509,2024-06-29,Credit Card
2299,9899,2024-11-22,UPI
2300,44451,2025-06-15,Cash
2301,8438,2025-02-16,Cash
2302,13405,2024-12-25,Credit Card
2303,45151,2025-02-23,PayPal
2304,38763,2025-05-06,PayPal
2305,27228,2025-06-16,Cash
2306,39443,2024-12-24,Cash
2307,8490,2025-04-09,Credit Card
2308,14089,2024-10-04,PayPal
2309,35323,2025-04-21,Debit Card
2310,47473,2025-02-01,Debit Card
2311,47688,2025-02-09,Debit Card
2312,44482,2024-12-20,Debit Card
2313,18214,2025-01-02,Cash
2314,49492,2025-06-02,Cash
2315,17211,2025-06-18,Debit Card
2316,1914,2024-04-10,UPI
2317,48641,2024-10-13,Debit Card
2318,39611,2025-02-03,PayPal
2319,35154,2025-06-07,PayPal
2320,12068,2025-05-07,Cash
2321,4303,2025-06-12,Cash
2322,47130,2024-12-09,UPI
2323,42011,2025-04-23,Debit Card
2324,156,2025-01-18,Debit Card
2325,8174,2025-05-19,Cash
2326,11692,2025-04-15,Credit Card
2327,43310,2025-02-11,PayPal
2328,29672,2024-10-31,PayPal
2329,21584,2024-11-01,Debit Card
2330,38473,2025-05-07,Cash
2331,17153,2024-10-29,Credit Card
2332,28555,2025-03-09,Cash
2333,47949,2025-01-18,PayPal
2334,3109,2024-07-27,UPI
2335,3485,2025-01-11,Debit Card
2336,26918,2024-07-06,Debit Card
2337,4759,2025-06-03,Cash
2338,23997,2024-11-09,Cash
2339,28970,2024-08-27,UPI
2340,833,2024-11-13,Cash
2341,41823,2024-06-17,Cash
2342,21802,2024-09-06,PayPal
2343,42176,2025-04-23,PayPal
2344,13708,2025-01-01,Credit Card
2345,48067,2025-05-18,PayPal
2346,26379,2025-03-08,Debit Card
2347,10767,2024-07-20,Cash
2348,38786,2025-02-19,UPI
2349,892,2025-06-16,Credit Card
2350,46268,2025-06-08,Credit Card
2351,44344,2025-05-11,Credit Card
2352,20193,2025-04-26,PayPal
2353,36573,2024-05-08,Credit Card
2354,44920,2025-01-19,Cash
2355,48170,2025-01-14,Debit Card
2356,41152,2025-01-13,Credit Card
2357,39649,2024-08-25,Credit Card
2358,39794,2024-12-09,UPI
2359,5784,2025-02-27,Debit Card
2360,34893,2025-04-04,Credit Card
2361,9760,2025-03-24,Credit Card
2362,7075,2024-07-18,Credit Card
2363,32160,2025-06-18,UPI
2364,9340,2024-04-08,PayPal
2365,31535,2025-06-14,Credit Card
2366,8125,2025-06-07,Credit Card
2367,6014,2025-05-08,UPI
2368,42101,2024-07-10,Cash
2369,15782,2025-06-09,Credit Card
2370,3878,2024-11-25,Debit Card
2371,39731,2025-01-28,PayPal
2372,1928,2025-06-03,Cash
2373,43822,2023-09-27,PayPal
2374,35892,2025-04-14,Cash
2375,46636,2025-05-07,Debit Card
2376,34402,2024-04-23,UPI
2377,27571,2024-06-09,Cash
2378,19820,2025-06-04,UPI
2379,28488,2025-05-17,Cash
2380,47097,2025-03-21,Cash
2381,27058,2024-01-20,Cash
2382,19133,2025-03-26,PayPal
2383,46238,2025-02-17,Cash
2384,9971,2024-05-15,Credit Card
2385,4240,2025-06-04,Cash
2386,3498,2023-08-28,UPI
2387,3138,2025-05-10,Cash
2388,8002,2025-01-26,UPI
2389,7395,2024-10-19,Credit Card
2390,48975,2024-11-29,Debit Card
2391,47996,2025-06-05,Debit Card
2392,1796,2025-01-09,Credit Card
2393,10172,2024-05-10,PayPal
2394,49735,2025-04-20,Credit Card
2395,43411,2024-02-08,Credit Card
2396,35035,2025-06-10,UPI
2397,12376,2024-07-01,UPI
2398,42652,2025-06-12,Credit Card
2399,27976,2024-12-29,PayPal
2400,17718,2025-04-20,Debit Card
2401,16435,2025-03-17,Cash
2402,48585,2025-06-16,Debit Card
2403,20930,2024-10-18,Credit Card
2404,4224,2025-06-13,Credit Card
2405,26807,2025-01-08,Cash
2406,9708,2024-11-14,Debit Card
2407,20651,2024-12-22,Cash
2408,33259,2024-11-20,Credit Card
2409,32755,2025-01-19,Credit Card
2410,28640,2024-04-21,Debit Card
2411,45717,2024-12-02,Credit Card
2412,38558,2025-02-24,UPI
2413,20193,2024-08-17,PayPal
2414,36709,2025-05-20,Debit Card
2415,4146,2024-06-20,Credit Card
2416,36883,2024-09-20,PayPal
2417,16278,2024-01-14,PayPal
2418,1748,2025-05-29,UPI
2419,29264,2025-03-20,Cash
2420,24026,2025-03-21,Debit Card
2421,1345,2024-04-22,UPI
2422,14763,2025-02-21,UPI
2423,2055,2024-11-09,Cash
2424,21148,2025-02-11,Debit Card
2425,44522,2024-07-27,PayPal
2426,2142,2025-05-25,Debit Card
2427,8591,2025-06-06,PayPal
2428,9258,2024-07-07,Cash
2429,29082,2025-06-14,Cash
2430,17574,2025-05-25,PayPal
2431,34570,2025-03-18,PayPal
2432,42324,2025-04-18,PayPal
2433,13147,2024-10-23,Cash
